Row L;uker; Deposito ; Giro ; Tabungan ; Grand Total 
517; KCP Cipanas; 59,45 ; 9,77 ; 70,08 ; 139,29 
542; KCP Pangandaran; 15,77 ; 2,66 ; 71,62 ; 90,04 
543; KCP Pelabuhan Ratu; 5,55 ; 24,50 ; 49,31 ; 79,36 
593; KCP ITB; 85,80 ; 59,01 ; 75,52 ; 220,33 
598; KCP BRI JATINANGOR; 18,30 ; 11,96 ; 116,46 ; 146,71 
599; KCP Patrol; 4,13 ; 5,23 ; 64,85 ; 74,21 
600; KCP SUMBER SARI; 7,62 ; 5,87 ; 71,17 ; 84,66 
601; KCP Weru; 17,10 ; 30,42 ; 100,45 ; 147,97 
650; KCP OTTO ISKANDARDINATA; 33,25 ; 3,51 ; 54,28 ; 91,04 
655; KCP SETRASARI; 38,83 ; 16,64 ; 86,31 ; 141,78 
656; KCP PADALARANG; 18,69 ; 7,87 ; 63,95 ; 90,51 
673; KCP PASIR KALIKI;; 0,00 ;; 0,00 
674; KCP PASAR BARU BANDUNG DS;;; 0,00 ; 0,00 
675; KCP RAJAWALI BANDUNG; 27,75 ; 12,82 ; 54,67 ; 95,24 
1070; KCP CIJERAH; 32,06 ; 6,27 ; 65,16 ; 103,49 
1071; KCP CIMINDI; 13,45 ; 14,03 ; 57,64 ; 85,12 
1077; KCP PETA;;; 0,08 ; 0,08 
1078; KCP SUMBER; 17,10 ; 4,19 ; 90,73 ; 112,02 
1107; KCP METRO TRADE CENTER; 18,87 ; 12,47 ; 80,93 ; 112,27 
1108; KCP ABDUL FATAH;;; 0,00 ; 0,00 
1139; KCP RANCAEKEK; 7,97 ; 3,10 ; 38,41 ; 49,48 
1140; KCP BANJARAN; 11,08 ; 10,12 ; 55,61 ; 76,81 
1141; KCP SUMMARECON BANDUNG; 28,12 ; 40,58 ; 81,97 ; 150,68 
1337; KCP CIKURUBUK;;; 0,00 ; 0,00 
1345; KCP GUNTUR;; 0,00 ; 0,00 ; 0,01 
1346; KCP CIKAJANG; 9,49 ; 7,51 ; 53,09 ; 70,09 
1355; KCP CICURUG; 8,33 ; 35,12 ; 39,85 ; 83,30 
1437; KCP CIAWI TASIKMALAYA; 3,30 ; 5,51 ; 50,27 ; 59,09 
1596; KCP TELKOM BANDUNG; 13,02 ; 109,18 ; 39,61 ; 161,81 
1809; KCP MANGUNSARKORO;;; 0,00 ; 0,00 
2000; KCP CIHAMPELAS;; 0,00 ; 0,00 ; 0,00 
2016; KCP LEMBANG; 27,28 ; 7,06 ; 53,95 ; 88,29 
2058; KCP BATUNUNGGAL; 48,32 ; 20,57 ; 65,50 ; 134,39 
2103; KCP Mekarwangi;;; 0,00 ; 0,00 
2104; KCP RIAU; 30,67 ; 17,21 ; 92,32 ; 140,20 
2105; KCP SUCI; 44,99 ; 14,79 ; 60,51 ; 120,29 
2128; KCP CILEDUG CIREBON; 13,08 ; 5,86 ; 67,93 ; 86,86 
2154; KCP ANTAPANI; 13,01 ; 6,22 ; 54,45 ; 73,69 
2155; KCP TAMAN KOPO INDAH; 14,27 ; 12,47 ; 67,71 ; 94,46 
2184; KCP TAMAN KOPO INDAH II; 18,99 ; 7,95 ; 63,02 ; 89,96 
2229; KCP SURADE; 7,72 ; 2,31 ; 31,83 ; 41,86 
2230; KCP CIRANJANG; 2,32 ; 3,87 ; 45,24 ; 51,43 
2231; KCP SUKANAGARA; 0,86 ; 1,37 ; 25,65 ; 27,89 
